email_date	email_subject	rank	company	evaluation	notes
7/6/2026	Weekly Asia Market Movers: Global Majors & Industry (06 Jul 2026)	9	Simcere Pharmaceutical Group	22%	
7/6/2026	Daily Market Movers: Global Majors & Industry (06 Jul 2026)	9	Personalis	5%	
7/6/2026	Daily Market Movers: Global Majors & Industry (06 Jul 2026)	10	Mineralys Therapeutics	5%	
7/6/2026	Weekly Asia Market Movers: Global Majors & Industry (06 Jul 2026)	10	Jiangsu Aidea Pharmaceutical	22%	
7/7/2026	Daily Market Movers: Global Majors & Industry (07 Jul 2026)	1	Crinetics Pharmaceuticals	99%	
7/7/2026	Daily Market Movers: Global Majors & Industry (07 Jul 2026)	4	BioCryst Pharmaceuticals	8%	
7/7/2026	Daily Market Movers: Global Majors & Industry (07 Jul 2026)	5	AnaptysBio	8%	
7/7/2026	Daily Market Movers: Global Majors & Industry (07 Jul 2026)	6	Edgewise Therapeutics	8%	
7/7/2026	Daily Market Movers: Global Majors & Industry (07 Jul 2026)	7	Hikma Pharmaceuticals	8%	
7/7/2026	Daily Market Movers: Global Majors & Industry (07 Jul 2026)	8	MBX Biosciences	7%	
7/7/2026	Daily Market Movers: Global Majors & Industry (07 Jul 2026)	9	Beam Therapeutics	7%	
7/7/2026	Daily Market Movers: Global Majors & Industry (07 Jul 2026)	10	Alumis	7%	
7/8/2026	Daily Market Movers: Global Majors & Industry (08 Jul 2026)	1	Xenon Pharmaceuticals	10%	
7/8/2026	Daily Market Movers: Global Majors & Industry (08 Jul 2026)	2	COMPASS Pathways	8%	
7/8/2026	Daily Market Movers: Global Majors & Industry (08 Jul 2026)	4	Biohaven	7%	
7/8/2026	Daily Market Movers: Global Majors & Industry (08 Jul 2026)	5	STAAR Surgical	6%	
7/8/2026	Daily Market Movers: Global Majors & Industry (08 Jul 2026)	6	Kodiak Sciences	6%	
7/8/2026	Daily Market Movers: Global Majors & Industry (08 Jul 2026)	7	Syndax Pharmaceuticals	6%	
7/8/2026	Daily Market Movers: Global Majors & Industry (08 Jul 2026)	8	Rapport Therapeutics	6%	
7/8/2026	Daily Market Movers: Global Majors & Industry (08 Jul 2026)	9	Supernus Pharmaceuticals	5%	
7/8/2026	Daily Market Movers: Global Majors & Industry (08 Jul 2026)	10	uniQure	5%	
7/9/2026	Daily Market Movers: Global Majors & Industry (09 Jul 2026)	1	BridgeBio Pharma	15%	
7/9/2026	Daily Market Movers: Global Majors & Industry (09 Jul 2026)	2	10x Genomics	15%	
7/9/2026	Daily Market Movers: Global Majors & Industry (09 Jul 2026)	4	Qiagen	11%	
7/9/2026	Daily Market Movers: Global Majors & Industry (09 Jul 2026)	6	Definium Therapeutics	7%	
7/9/2026	Daily Market Movers: Global Majors & Industry (09 Jul 2026)	7	MBX Biosciences	6%	
7/9/2026	Daily Market Movers: Global Majors & Industry (09 Jul 2026)	8	BillionToOne	6%	
7/9/2026	Daily Market Movers: Global Majors & Industry (09 Jul 2026)	9	Bruker	6%	
7/9/2026	Daily Market Movers: Global Majors & Industry (09 Jul 2026)	10	UroGen Pharma	6%	
7/10/2026	Weekly Market Movers: Global Majors & Industry (10 Jul 2026)	1	Satellos Bioscience	24%	
7/10/2026	Daily Market Movers: Global Majors & Industry (10th Jul 2026)	1	Aardvark Therapeutics	53%	
7/10/2026	Daily Market Movers: Global Majors & Industry (10th Jul 2026)	2	Forte Biosciences	20%	
7/10/2026	Weekly Market Movers: Global Majors & Industry (10 Jul 2026)	2	Kuros Biosciences	12%	
7/10/2026	Weekly Market Movers: Global Majors & Industry (10 Jul 2026)	3	Inventiva	9%	
7/10/2026	Weekly Market Movers: Global Majors & Industry (10 Jul 2026)	4	Climb Bio	7%	
7/10/2026	Daily Market Movers: Global Majors & Industry (10th Jul 2026)	4	Nanobiotix	4%	
7/10/2026	Weekly Market Movers: Global Majors & Industry (10 Jul 2026)	5	GENFIT	6%	
7/10/2026	Daily Market Movers: Global Majors & Industry (10th Jul 2026)	5	Phathom Pharmaceuticals	4%	
7/10/2026	Daily Market Movers: Global Majors & Industry (10th Jul 2026)	6	SBI Holdings	4%	
7/10/2026	Weekly Market Movers: Global Majors & Industry (10 Jul 2026)	6	Sartorius	4%	
7/10/2026	Daily Market Movers: Global Majors & Industry (10th Jul 2026)	7	Eczacibasi Pharmaceuticals	4%	
7/10/2026	Daily Market Movers: Global Majors & Industry (10th Jul 2026)	8	Sartorius	4%	
7/10/2026	Weekly Market Movers: Global Majors & Industry (10 Jul 2026)	8	Krka Group	3%	
7/10/2026	Weekly Market Movers: Global Majors & Industry (10 Jul 2026)	9	DCC	3%	
7/10/2026	Daily Market Movers: Global Majors & Industry (10th Jul 2026)	10	Shimadzu	3%	
7/10/2026	Weekly Market Movers: Global Majors & Industry (10 Jul 2026)	10	Hikma Pharmaceuticals	2%	
7/13/2026	Daily Market Movers: Global Majors & Industry (13 Jul 2026)	1	Biogen	5%	13 Jul: Shares raise on a cluster of positive catalysts, Truist upgraded company to Buy with a $235 target, Eisai and company presented AAIC data on 12 July showing the once-weekly subcutaneous Leqembi autoinjector achieved bioequivalence to the intravenous formulation.
7/13/2026	Weekly Asia Market Movers: Global Majors & Industry (13 Jul 2026)	1	Lin Bioscience	26%	
7/13/2026	Daily Market Movers: Global Majors & Industry (13 Jul 2026)	2	Wacker-Chemie	4%	
7/13/2026	Weekly Asia Market Movers: Global Majors & Industry (13 Jul 2026)	2	Chongqing Lummy Pharmaceutical	25%	
7/13/2026	Weekly Asia Market Movers: Global Majors & Industry (13 Jul 2026)	3	Suven Life Sciences	14%	
7/13/2026	Daily Market Movers: Global Majors & Industry (13 Jul 2026)	3	Denali Therapeutics	3%	13 Jul: Shares raise after JPMorgan resumed coverage with an Overweight rating, supporting sentiment around the AVLAYAH (tividenofusp alfa) launch in Hunter syndrome and the company's blood-brain barrier pipeline.
7/13/2026	Weekly Asia Market Movers: Global Majors & Industry (13 Jul 2026)	4	Mesoblast	13%	
7/13/2026	Daily Market Movers: Global Majors & Industry (13 Jul 2026)	4	Alvotech	3%	
7/13/2026	Daily Market Movers: Global Majors & Industry (13 Jul 2026)	5	Zimmer Biomet	3%	
7/13/2026	Weekly Asia Market Movers: Global Majors & Industry (13 Jul 2026)	5	Zhangzhou Pien Tze Huang Pharmaceutical	9%	
7/13/2026	Daily Market Movers: Global Majors & Industry (13 Jul 2026)	6	Clover Health	3%	
7/13/2026	Weekly Asia Market Movers: Global Majors & Industry (13 Jul 2026)	6	Orchid Pharma	8%	
7/13/2026	Daily Market Movers: Global Majors & Industry (13 Jul 2026)	7	Alcon	3%	
7/13/2026	Weekly Asia Market Movers: Global Majors & Industry (13 Jul 2026)	7	Caliway Biopharmaceuticals	8%	
7/13/2026	Weekly Asia Market Movers: Global Majors & Industry (13 Jul 2026)	8	Jubilant Ingrevia	6%	
7/13/2026	Daily Market Movers: Global Majors & Industry (13 Jul 2026)	8	UroGen Pharma	2%	
7/13/2026	Daily Market Movers: Global Majors & Industry (13 Jul 2026)	9	Aura Biosciences	2%	
7/13/2026	Weekly Asia Market Movers: Global Majors & Industry (13 Jul 2026)	9	Shilpa Medicare	6%	
7/13/2026	Daily Market Movers: Global Majors & Industry (13 Jul 2026)	10	Globus Medical	2%	
7/13/2026	Weekly Asia Market Movers: Global Majors & Industry (13 Jul 2026)	10	Jumpcan Pharmaceutical Group	6%	
7/14/2026	Daily Market Movers: Global Majors & Industry (14 Jul 2026)	1	AtaiBeckley	14%	
7/14/2026	Daily Market Movers: Global Majors & Industry (14 Jul 2026)	2	Damora Therapeutics	11%	
7/14/2026	Daily Market Movers: Global Majors & Industry (14 Jul 2026)	3	10x Genomics	10%	
7/14/2026	Daily Market Movers: Global Majors & Industry (14 Jul 2026)	4	Erasca	9%	14 Jul: Shares rise after company announces encouraging PI data for ERAS-0015 in KRAS-mutant solid tumors.
7/14/2026	Daily Market Movers: Global Majors & Industry (14 Jul 2026)	5	Trevi Therapeutics	8%	
7/14/2026	Daily Market Movers: Global Majors & Industry (14 Jul 2026)	6	Liquidia Corporation	7%	
7/14/2026	Daily Market Movers: Global Majors & Industry (14 Jul 2026)	7	Celcuity	7%	14 Jul: Company announces FDA Approval of Revtorpyk (gedatolisib) for the treatment of HR+/HER2-, PIK3CA wild-type locally advanced or metastatic breast cancer.
7/14/2026	Daily Market Movers: Global Majors & Industry (14 Jul 2026)	8	Sellas Life Sciences Group	6%	
7/14/2026	Daily Market Movers: Global Majors & Industry (14 Jul 2026)	9	Monte Rosa Therapeutics	6%	
7/14/2026	Daily Market Movers: Global Majors & Industry (14 Jul 2026)	10	Spyre Therapeutics	6%	
7/15/2026	Daily Market Movers: Global Majors & Industry (15 Jul 2026)	1	Iovance Biotherapeutics	21%	
7/15/2026	Daily Market Movers: Global Majors & Industry (15 Jul 2026)	2	Annexon Biosciences	17%	15 Jul: Company to present results from phase II ARCHER trial of Vonaprument for dry age-related macular degeneration at ASRS 2026.
7/15/2026	Daily Market Movers: Global Majors & Industry (15 Jul 2026)	3	Camurus	17%	15 Jul: Company reports Q2'FY26 results, with product sales increasing 13%.
7/15/2026	Daily Market Movers: Global Majors & Industry (15 Jul 2026)	4	AngioDynamics	11%	15 Jul: Company reports fourth quarter and fiscal year 2026 results with net sales of $320.2m, an increase of 9.4% for the prior year period.
7/15/2026	Daily Market Movers: Global Majors & Industry (15 Jul 2026)	5	Erasca	9%	
7/15/2026	Daily Market Movers: Global Majors & Industry (15 Jul 2026)	6	Monopar Therapeutics	9%	
7/15/2026	Daily Market Movers: Global Majors & Industry (15 Jul 2026)	7	Taysha Gene Therapies	9%	
7/15/2026	Daily Market Movers: Global Majors & Industry (15 Jul 2026)	8	Maravai LifeSciences	8%	
7/15/2026	Daily Market Movers: Global Majors & Industry (15 Jul 2026)	9	Silence Therapeutics	8%	
7/15/2026	Daily Market Movers: Global Majors & Industry (15 Jul 2026)	10	Shattuck Labs	8%	
7/16/2026	Daily Market Movers: Global Majors & Industry (16th Jul 2026)	1	AtaiBeckley	34%	16 Jul: Eli Lilly to acquire Company $3.8b in equity.
7/16/2026	Daily Market Movers: Global Majors & Industry (16th Jul 2026)	2	Abbott Laboratories	11%	16 Jul: Company reports positive Q2 results with expected EPS of $5.45 per share beating out previous estimates of $5.38 per share.
7/16/2026	Daily Market Movers: Global Majors & Industry (16th Jul 2026)	3	GH Research	8%	
7/16/2026	Daily Market Movers: Global Majors & Industry (16th Jul 2026)	4	Biogen	6%	16 Jul: Company announces the appointment of Michael Parini as Chief Legal Officer.
7/16/2026	Daily Market Movers: Global Majors & Industry (16th Jul 2026)	5	Integra LifeSciences	6%	
7/16/2026	Daily Market Movers: Global Majors & Industry (16th Jul 2026)	6	McKesson	6%	
7/16/2026	Daily Market Movers: Global Majors & Industry (16th Jul 2026)	7	Baxter International	5%	
7/16/2026	Daily Market Movers: Global Majors & Industry (16th Jul 2026)	8	Amneal Pharmaceuticals	5%	
7/16/2026	Daily Market Movers: Global Majors & Industry (16th Jul 2026)	9	Stryker	5%	16 Jul: Company announces the release of new medical device Mako RPS for knee replacement procedures.
7/16/2026	Daily Market Movers: Global Majors & Industry (16th Jul 2026)	10	Prestige Consumer Healthcare	5%	
7/17/2026	Daily Market Movers: Global Majors & Industry (17th Jul 2026)	1	Orion	13%	
7/17/2026	Weekly Market Movers: Global Majors & Industry (17th Jul 2026)	1	AtaiBeckley	39%	16 Jul: Eli Lilly to acquire Company $3.8b in equity.
7/17/2026	Daily Market Movers: Global Majors & Industry (17th Jul 2026)	2	Sellas Life Sciences Group	12%	
7/17/2026	Weekly Market Movers: Global Majors & Industry (17th Jul 2026)	2	Iovance Biotherapeutics	18%	17 Jul: Company approves grant of inducement stock options of 139,930 shares of common stock.
7/17/2026	Daily Market Movers: Global Majors & Industry (17th Jul 2026)	3	Oruka Therapeutics	12%	
7/17/2026	Weekly Market Movers: Global Majors & Industry (17th Jul 2026)	3	Camurus	13%	15 Jul: Company reports Q2'FY26 results, with product sales increasing 13%.
7/17/2026	Weekly Market Movers: Global Majors & Industry (17th Jul 2026)	4	Orion	12%	
7/17/2026	Daily Market Movers: Global Majors & Industry (17th Jul 2026)	4	Dianthus Therapeutics	11%	
7/17/2026	Daily Market Movers: Global Majors & Industry (17th Jul 2026)	5	Trevi Therapeutics	10%	
7/17/2026	Weekly Market Movers: Global Majors & Industry (17th Jul 2026)	5	Shiseido	11%	
7/17/2026	Weekly Market Movers: Global Majors & Industry (17th Jul 2026)	6	Damora Therapeutics	10%	
7/17/2026	Daily Market Movers: Global Majors & Industry (17th Jul 2026)	6	Sionna Therapeutics	9%	
7/17/2026	Daily Market Movers: Global Majors & Industry (17th Jul 2026)	7	Biohaven	9%	
7/17/2026	Weekly Market Movers: Global Majors & Industry (17th Jul 2026)	7	Harrow	10%	
7/17/2026	Daily Market Movers: Global Majors & Industry (17th Jul 2026)	8	MBX Biosciences	8%	
7/17/2026	Weekly Market Movers: Global Majors & Industry (17th Jul 2026)	8	Personalis	9%	
7/17/2026	Daily Market Movers: Global Majors & Industry (17th Jul 2026)	9	Iovance Biotherapeutics	7%	17 Jul: Company approves grant of inducement stock options of 139,930 shares of common stock.
7/17/2026	Weekly Market Movers: Global Majors & Industry (17th Jul 2026)	9	Immunocore	9%	
7/17/2026	Daily Market Movers: Global Majors & Industry (17th Jul 2026)	10	AnaptysBio	7%	
7/17/2026	Weekly Market Movers: Global Majors & Industry (17th Jul 2026)	10	Sionna Therapeutics	9%	
7/20/2026	Weekly Asia Market Movers: Global Majors & Industry (20 Jul 2026)	1	HLB Pharmaceutical	31%	
7/20/2026	Daily Market Movers: Global Majors & Industry (20 Jul 2026)	1	Sensei Biotherapeutics	9%	20 Jun: Citizen initiates coverage with a Market Outperform rating and a price target of $51.
7/20/2026	Weekly Asia Market Movers: Global Majors & Industry (20 Jul 2026)	2	Sam Chun Dang Pharm	29%	
7/20/2026	Daily Market Movers: Global Majors & Industry (20 Jul 2026)	2	Nuvation Bio	8%	20 Jun: Company announces updated positive long-term Phase II data for safusidenib in patients with chemotherapy- and radiotherapy-na��ve grade
7/20/2026	Daily Market Movers: Global Majors & Industry (20 Jul 2026)	2	IDH1-mutant glioma. The company also announced they will initiate two new studies, one Phase II and one Phase III both evaluating safusidenib IDH1-mutant glioma. 3 Xencor	8%	
7/20/2026	Weekly Asia Market Movers: Global Majors & Industry (20 Jul 2026)	3	HLB LifeScience	28%	
7/20/2026	Daily Market Movers: Global Majors & Industry (20 Jul 2026)	4	GENFIT	5%	
7/20/2026	Weekly Asia Market Movers: Global Majors & Industry (20 Jul 2026)	4	HLB	19%	
7/20/2026	Daily Market Movers: Global Majors & Industry (20 Jul 2026)	5	Damora Therapeutics	5%	
7/20/2026	Weekly Asia Market Movers: Global Majors & Industry (20 Jul 2026)	5	Heilongjiang ZBD Pharmaceutical	18%	
7/20/2026	Weekly Asia Market Movers: Global Majors & Industry (20 Jul 2026)	6	Lin Bioscience	14%	
7/20/2026	Daily Market Movers: Global Majors & Industry (20 Jul 2026)	6	PolyPeptide Group	5%	20 Jun: Company reported it will be acquired by Samsung Biologics for CHF 1.46bn.
7/20/2026	Daily Market Movers: Global Majors & Industry (20 Jul 2026)	7	Legend Biotech	4%	
7/20/2026	Weekly Asia Market Movers: Global Majors & Industry (20 Jul 2026)	7	Sichuan Biokin Pharmaceutical	12%	
7/20/2026	Daily Market Movers: Global Majors & Industry (20 Jul 2026)	8	Zenas BioPharma	4%	
7/20/2026	Weekly Asia Market Movers: Global Majors & Industry (20 Jul 2026)	8	Tasly Pharma	12%	
7/20/2026	Weekly Asia Market Movers: Global Majors & Industry (20 Jul 2026)	9	Jiangsu Aidea Pharmaceutical	12%	
7/20/2026	Daily Market Movers: Global Majors & Industry (20 Jul 2026)	9	Grifols	4%	
7/20/2026	Daily Market Movers: Global Majors & Industry (20 Jul 2026)	10	Idorsia	3%	
7/20/2026	Weekly Asia Market Movers: Global Majors & Industry (20 Jul 2026)	10	Zhangzhou Pien Tze Huang Pharmaceutical	11%	
7/21/2026	Daily Market Movers: Global Majors & Industry (21 Jul 2026)	1	Palvella Therapeutics	16%	
7/21/2026	Daily Market Movers: Global Majors & Industry (21 Jul 2026)	2	Vor Biopharma	15%	
7/21/2026	Daily Market Movers: Global Majors & Industry (21 Jul 2026)	3	Rezolute	14%	
7/21/2026	Daily Market Movers: Global Majors & Industry (21 Jul 2026)	3	APPROACH study of HLP003 as an adjunctive treatment for major depressive disorder, de-risking the timeline toward a data readout. 5 Bachem	11%	
7/21/2026	Daily Market Movers: Global Majors & Industry (21 Jul 2026)	4	Helus Pharma	14%	21 Jul: Shares raise after company announced it completed enrolment ahead of schedule in the Phase
7/21/2026	Daily Market Movers: Global Majors & Industry (21 Jul 2026)	6	Crescent Biopharma	11%	
7/21/2026	Daily Market Movers: Global Majors & Industry (21 Jul 2026)	7	Harmony Biosciences	10%	
7/21/2026	Daily Market Movers: Global Majors & Industry (21 Jul 2026)	8	Twist Bioscience	10%	
7/21/2026	Daily Market Movers: Global Majors & Industry (21 Jul 2026)	9	10x Genomics	9%	
7/21/2026	Daily Market Movers: Global Majors & Industry (21 Jul 2026)	10	ASP Isotopes	9%	
7/22/2026	Daily Market Movers: Global Majors & Industry (22 Jul 2026)	1	Nykode Therapeutics	52%	22 Jul: Company presents comprehensive preclinical data, optimized manufacturing, and durable clinical immunogenicity for their individualized neoantigen therapy VB10.NEO.
7/22/2026	Daily Market Movers: Global Majors & Industry (22 Jul 2026)	2	trial of LB-102 in schizophrenia. 5 Silence Therapeutics	9%	
7/22/2026	Daily Market Movers: Global Majors & Industry (22 Jul 2026)	2	Arrowhead Pharmaceuticals	19%	22 Jul: Company reports topline results from PIII SHASTA-
7/22/2026	Daily Market Movers: Global Majors & Industry (22 Jul 2026)	3	and SHASTA-4 studies of Plozasiran in patients with severe hypertriglyceridemia. 3 Forte Biosciences	12%	
7/22/2026	Daily Market Movers: Global Majors & Industry (22 Jul 2026)	4	LB Pharmaceuticals	11%	22 Jul: Company announces accelerated timing of topline results from the PIII NOVA-
7/22/2026	Daily Market Movers: Global Majors & Industry (22 Jul 2026)	6	ArriVent Biopharma	8%	
7/22/2026	Daily Market Movers: Global Majors & Industry (22 Jul 2026)	7	Liquidia Corporation	8%	
7/22/2026	Daily Market Movers: Global Majors & Industry (22 Jul 2026)	8	Biolife Solutions	7%	22 Jul: Company announces it is to be acquired by Repligen expanding its cell therapy capabilities with market leading biopreservation media.
7/22/2026	Daily Market Movers: Global Majors & Industry (22 Jul 2026)	9	Faes Farma	4%	
7/22/2026	Daily Market Movers: Global Majors & Industry (22 Jul 2026)	10	Celanese	4%	
7/23/2026	Dailu Market Movers: Global Majors & Industry (23rd Jul 2026)	1	MBX Biosciences	9%	
7/23/2026	Dailu Market Movers: Global Majors & Industry (23rd Jul 2026)	2	Thermo Fisher Scientific	9%	23 Jul: Company reports Q2 26 financial results including revenue growth of 10% to $11.99bn.
7/23/2026	Dailu Market Movers: Global Majors & Industry (23rd Jul 2026)	3	Quest Diagnostics	9%	23 Jul: Company reports Q2 26 financial results; raises revenue and EPS guidance for FY26. Q2 revenue of $3.04bn, up 10.2% from 2025.
7/23/2026	Dailu Market Movers: Global Majors & Industry (23rd Jul 2026)	4	argenx	8%	23 Jul: Company reports strong Q2 performance with $1.5bn in global product net sales.
7/23/2026	Dailu Market Movers: Global Majors & Industry (23rd Jul 2026)	5	Cosmo Pharmaceuticals	8%	
7/23/2026	Dailu Market Movers: Global Majors & Industry (23rd Jul 2026)	6	Danaher	7%	
7/23/2026	Dailu Market Movers: Global Majors & Industry (23rd Jul 2026)	7	Corcept Therapeutics	6%	
7/23/2026	Dailu Market Movers: Global Majors & Industry (23rd Jul 2026)	8	TG Therapeutics	5%	
7/23/2026	Dailu Market Movers: Global Majors & Industry (23rd Jul 2026)	9	Charles River Laboratories International	5%	
7/23/2026	Dailu Market Movers: Global Majors & Industry (23rd Jul 2026)	10	Nuvectis Pharma	5%	
7/24/2026	Daily Market Movers: Global Majors & Industry (24 Jul 2026)	1	CapForce	131%	
7/24/2026	Weekly Market Movers: Global Majors & Industry (24 Jul 2026)	1	Hansa Biopharma	22%	
7/24/2026	Weekly Market Movers: Global Majors & Industry (24 Jul 2026)	2	IDH1-mutant glioma. The company also announced they will initiate two new studies, one Phase II and one Phase III both evaluating safusidenib IDH1-mutant glioma. 10 Crescent Biopharma	11%	
7/24/2026	Daily Market Movers: Global Majors & Industry (24 Jul 2026)	2	Hansa Biopharma	28%	
7/24/2026	Weekly Market Movers: Global Majors & Industry (24 Jul 2026)	2	Circio	20%	
7/24/2026	Weekly Market Movers: Global Majors & Industry (24 Jul 2026)	2	trial of LB-102 in schizophrenia. 9 Nuvation Bio	11%	20 Jun: Company announces updated positive long-term Phase II data for safusidenib in patients with chemotherapy- and radiotherapy-na��ve grade
7/24/2026	Weekly Market Movers: Global Majors & Industry (24 Jul 2026)	3	Agenus	19%	
7/24/2026	Daily Market Movers: Global Majors & Industry (24 Jul 2026)	3	ORIC Pharmaceuticals	11%	
7/24/2026	Weekly Market Movers: Global Majors & Industry (24 Jul 2026)	3	and SHASTA-4 studies of Plozasiran in patients with severe hypertriglyceridemia. 5 ORIC Pharmaceuticals	13%	
7/24/2026	Weekly Market Movers: Global Majors & Industry (24 Jul 2026)	4	Arrowhead Pharmaceuticals	15%	22 Jul: Company reports topline results from PIII SHASTA-
7/24/2026	Daily Market Movers: Global Majors & Industry (24 Jul 2026)	4	Integra LifeSciences	7%	
7/24/2026	Daily Market Movers: Global Majors & Industry (24 Jul 2026)	5	MannKind	6%	24 Jul: Company announces a $50 million securities purchase agreement in connection with a private placement led by Frazier Life Science. The proceeds will be used for general purposes, including the $45 contingent value rights payment triggered by the recent FDA approval of Furoscix ReadyFlow.
7/24/2026	Daily Market Movers: Global Majors & Industry (24 Jul 2026)	6	Amylyx Pharmaceuticals	5%	
7/24/2026	Weekly Market Movers: Global Majors & Industry (24 Jul 2026)	6	Forte Biosciences	12%	
7/24/2026	Daily Market Movers: Global Majors & Industry (24 Jul 2026)	7	Edgewise Therapeutics	4%	
7/24/2026	Weekly Market Movers: Global Majors & Industry (24 Jul 2026)	7	Xencor	11%	
7/24/2026	Daily Market Movers: Global Majors & Industry (24 Jul 2026)	8	Sionna Therapeutics	4%	
7/24/2026	Weekly Market Movers: Global Majors & Industry (24 Jul 2026)	8	LB Pharmaceuticals	11%	22 Jul: Company announces accelerated timing of topline results from the PIII NOVA-
7/24/2026	Daily Market Movers: Global Majors & Industry (24 Jul 2026)	9	MapLight Therapeutics	4%	
7/24/2026	Daily Market Movers: Global Majors & Industry (24 Jul 2026)	10	Avalo Therapeutics	4%	
7/27/2026	Daily Market Movers: Global Majors & Industry (27 Jul 2026)	1	Zenas BioPharma	8%	
7/27/2026	Weekly Asia Market Movers: Global Majors & Industry (27 Jul 2026)	1	Genscript Biotech	20%	
7/27/2026	Daily Market Movers: Global Majors & Industry (27 Jul 2026)	2	Shiseido	8%	
7/27/2026	Weekly Asia Market Movers: Global Majors & Industry (27 Jul 2026)	2	Peptron	19%	
7/27/2026	Daily Market Movers: Global Majors & Industry (27 Jul 2026)	3	Idorsia	8%	27 Jul: Shares raise after company signed an exclusive agreement with Jamjoom Pharma to commercialize its insomnia drug QUVIVIQ (daridorexant) in Saudi Arabia and the Levant, advancing its international rollout.
7/27/2026	Weekly Asia Market Movers: Global Majors & Industry (27 Jul 2026)	3	Mezzion Pharma	18%	
7/27/2026	Daily Market Movers: Global Majors & Industry (27 Jul 2026)	3	BOND-003 Cohort C results for cretostimogene monotherapy in high-risk, BCG-unresponsive non-muscle invasive bladder cancer with carcinoma in situ, showing a 75.5% complete response rate at any time and a median duration of response of about 27.9 months, ahead of a planned BLA filing later in 2026. 7 Amylyx Pharmaceuticals	6%	
7/27/2026	Daily Market Movers: Global Majors & Industry (27 Jul 2026)	4	Xspray Pharma	6%	
7/27/2026	Weekly Asia Market Movers: Global Majors & Industry (27 Jul 2026)	4	Alteogen	16%	
7/27/2026	Weekly Asia Market Movers: Global Majors & Industry (27 Jul 2026)	5	Samsung Biologics	15%	
7/27/2026	Daily Market Movers: Global Majors & Industry (27 Jul 2026)	5	Fujitsu	6%	
7/27/2026	Weekly Asia Market Movers: Global Majors & Industry (27 Jul 2026)	6	iX Biopharma	10%	
7/27/2026	Daily Market Movers: Global Majors & Industry (27 Jul 2026)	6	CG Oncology	6%	27 Jul: Shares raise after company announced publication in The Lancet Oncology of pivotal Phase
7/27/2026	Weekly Asia Market Movers: Global Majors & Industry (27 Jul 2026)	7	Nihon Nohyaku	10%	
7/27/2026	Daily Market Movers: Global Majors & Industry (27 Jul 2026)	8	FUJIFILM Holdings	6%	
7/27/2026	Weekly Asia Market Movers: Global Majors & Industry (27 Jul 2026)	8	Hanmi Pharmaceutical	9%	
7/27/2026	Daily Market Movers: Global Majors & Industry (27 Jul 2026)	9	Krystal Biotech	5%	
7/27/2026	Weekly Asia Market Movers: Global Majors & Industry (27 Jul 2026)	9	Alphamab Oncology	9%	
7/27/2026	Daily Market Movers: Global Majors & Industry (27 Jul 2026)	10	Dyne Therapeutics	5%	
7/27/2026	Weekly Asia Market Movers: Global Majors & Industry (27 Jul 2026)	10	Ishihara Sangyo Kaisha	9%	
7/28/2026	Daily Market Movers: Global Majors & Industry (28 Jul 2026)	1	Kiniksa Pharmaceuticals	25%	28 Jul: Company reports Q2 2026 financial results including total revenue of $243.6m, compared to $156.8m for Q2 2025.
7/28/2026	Daily Market Movers: Global Majors & Industry (28 Jul 2026)	2	Repligen	11%	28 Jul: company reports Q2 2026 financial results with revenue of $204m, a year-over-year increase of 12% as reported and 13% organic.
7/28/2026	Daily Market Movers: Global Majors & Industry (28 Jul 2026)	3	Incyte	9%	28 Jul: Company announces Q2 2026 financial results with total revenue of $1.67bn and total net sales of $1.49bn, an increase of 38% and 40%, respectively, compared to Q2 2025.
7/28/2026	Daily Market Movers: Global Majors & Industry (28 Jul 2026)	4	Biolife Solutions	7%	
7/28/2026	Daily Market Movers: Global Majors & Industry (28 Jul 2026)	5	Charles River Laboratories International	7%	
7/28/2026	Daily Market Movers: Global Majors & Industry (28 Jul 2026)	6	ICON	7%	28 Jul: Company announces multi-year collaboration with Anthropic to bring frontier AI to clinical trials.
7/28/2026	Daily Market Movers: Global Majors & Industry (28 Jul 2026)	7	Solventum	7%	
7/28/2026	Daily Market Movers: Global Majors & Industry (28 Jul 2026)	8	Fujitsu	6%	
7/28/2026	Daily Market Movers: Global Majors & Industry (28 Jul 2026)	9	bioM��rieux	6%	
7/28/2026	Daily Market Movers: Global Majors & Industry (28 Jul 2026)	10	GE HealthCare	5%	
7/29/2026	Daily Market Movers: Global Majors & Industry (29 Jul 2026)	1	NeoGenomics	14%	29 Jul: Company reports Q2'26 results: revenue raised 11% to $202m.
7/29/2026	Daily Market Movers: Global Majors & Industry (29 Jul 2026)	2	GE HealthCare	12%	29 Jul: Company shows positive Q2 results with a 5.7% revenue increase to $5.3bn.
7/29/2026	Daily Market Movers: Global Majors & Industry (29 Jul 2026)	3	uniQure	9%	29 Jul: Company strengthens its financial position with a $259m follow-on offering, extending cash runway into 2030 and funding the anticipated commercial launch of AMT-130 for Huntington's disease, with U.S. and U.K. regulatory submissions on track for Q3 2026.
7/29/2026	Daily Market Movers: Global Majors & Industry (29 Jul 2026)	4	Shiseido	7%	
7/29/2026	Daily Market Movers: Global Majors & Industry (29 Jul 2026)	5	Glaukos	7%	29 Jul: Company reports Q2'26 results with record net sales of $185.6m, up 50% year-over-year, driven by strong Glaucoma sales of $155.2m, also up 50% year-over-year.
